year,countyfips,State,est,naics
2016,08077,CO,3,623220
2009,08089,CO,1,623220
2010,08089,CO,1,623220
2011,08089,CO,1,623220
2012,08089,CO,2,623220
2013,08089,CO,2,623220
2014,08089,CO,2,623220
2015,08089,CO,1,623220
2016,08089,CO,1,623220
2009,08101,CO,3,623220
2010,08101,CO,3,623220
2011,08101,CO,3,623220
2012,08101,CO,4,623220
2013,08101,CO,4,623220
2014,08101,CO,4,623220
2015,08101,CO,3,623220
2016,08101,CO,3,623220
2014,08107,CO,1,623220
2015,08107,CO,1,623220
2016,08107,CO,1,623220
2009,08123,CO,3,623220
2010,08123,CO,3,623220
2011,08123,CO,3,623220
2012,08123,CO,5,623220
2013,08123,CO,5,623220
2014,08123,CO,5,623220
2015,08123,CO,5,623220
2016,08123,CO,5,623220
2009,09001,CT,23,623220
2010,09001,CT,22,623220
2011,09001,CT,21,623220
2012,09001,CT,17,623220
2013,09001,CT,15,623220
2014,09001,CT,16,623220
2015,09001,CT,15,623220
2016,09001,CT,20,623220
2009,09003,CT,16,623220
2010,09003,CT,16,623220
2011,09003,CT,15,623220
2012,09003,CT,14,623220
2013,09003,CT,13,623220
2014,09003,CT,13,623220
2015,09003,CT,13,623220
2016,09003,CT,23,623220
2009,09005,CT,11,623220
2010,09005,CT,11,623220
2011,09005,CT,12,623220
2012,09005,CT,9,623220
2013,09005,CT,9,623220
2014,09005,CT,9,623220
2015,09005,CT,9,623220
2016,09005,CT,10,623220
2009,09007,CT,10,623220
2010,09007,CT,11,623220
2011,09007,CT,11,623220
2012,09007,CT,10,623220
2013,09007,CT,10,623220
2014,09007,CT,10,623220
2015,09007,CT,10,623220
2016,09007,CT,12,623220
2009,09009,CT,35,623220
2010,09009,CT,35,623220
2011,09009,CT,35,623220
2012,09009,CT,44,623220
2013,09009,CT,46,623220
2014,09009,CT,47,623220
2015,09009,CT,46,623220
2016,09009,CT,55,623220
2009,09011,CT,14,623220
2010,09011,CT,14,623220
2011,09011,CT,14,623220
2012,09011,CT,17,623220
2013,09011,CT,17,623220
2014,09011,CT,19,623220
2015,09011,CT,19,623220
2016,09011,CT,20,623220
2016,09013,CT,1,623220
2009,09015,CT,5,623220
2010,09015,CT,5,623220
2011,09015,CT,5,623220
2012,09015,CT,13,623220
2013,09015,CT,12,623220
2014,09015,CT,11,623220
2015,09015,CT,11,623220
2016,09015,CT,11,623220
2009,10001,DE,5,623220
2010,10001,DE,4,623220
2011,10001,DE,4,623220
2012,10001,DE,4,623220
2013,10001,DE,5,623220
2014,10001,DE,5,623220
2015,10001,DE,5,623220
2016,10001,DE,6,623220
2009,10003,DE,26,623220
2010,10003,DE,27,623220
2011,10003,DE,27,623220
2012,10003,DE,30,623220
2013,10003,DE,27,623220
2014,10003,DE,21,623220
2015,10003,DE,21,623220
2016,10003,DE,21,623220
2009,10005,DE,9,623220
2010,10005,DE,9,623220
2011,10005,DE,9,623220
2012,10005,DE,5,623220
2013,10005,DE,4,623220
2014,10005,DE,4,623220
2015,10005,DE,4,623220
2016,10005,DE,4,623220
2009,11001,DC,16,623220
2010,11001,DC,19,623220
2011,11001,DC,19,623220
2012,11001,DC,26,623220
2013,11001,DC,27,623220
2014,11001,DC,26,623220
2015,11001,DC,27,623220
2016,11001,DC,27,623220
2009,12001,FL,1,623220
2010,12001,FL,2,623220
2011,12001,FL,2,623220
2012,12001,FL,2,623220
2013,12001,FL,2,623220
2014,12001,FL,3,623220
2015,12001,FL,2,623220
2016,12001,FL,3,623220
2009,12005,FL,5,623220
2010,12005,FL,5,623220
2011,12005,FL,4,623220
2012,12005,FL,3,623220
2013,12005,FL,3,623220
2014,12005,FL,3,623220
2015,12005,FL,3,623220
2016,12005,FL,3,623220
2009,12009,FL,4,623220
2010,12009,FL,3,623220
2011,12009,FL,4,623220
2012,12009,FL,7,623220
2013,12009,FL,8,623220
2014,12009,FL,8,623220
2015,12009,FL,7,623220
2016,12009,FL,7,623220
2009,12011,FL,24,623220
2010,12011,FL,27,623220
2011,12011,FL,29,623220
2012,12011,FL,41,623220
2013,12011,FL,44,623220
2014,12011,FL,46,623220
2015,12011,FL,51,623220
2016,12011,FL,55,623220
2009,12015,FL,2,623220
2010,12015,FL,3,623220
2011,12015,FL,3,623220
2012,12015,FL,3,623220
2013,12015,FL,3,623220
2014,12015,FL,1,623220
2015,12015,FL,1,623220
2016,12015,FL,1,623220
2009,12021,FL,4,623220
2010,12021,FL,4,623220
2011,12021,FL,3,623220
2012,12021,FL,3,623220
2013,12021,FL,3,623220
2014,12021,FL,3,623220
2015,12021,FL,4,623220
2016,12021,FL,4,623220
2016,12023,FL,1,623220
2009,12027,FL,1,623220
2010,12027,FL,1,623220
2011,12027,FL,1,623220
2012,12027,FL,1,623220
2013,12027,FL,1,623220
2014,12027,FL,1,623220
2015,12027,FL,1,623220
2016,12027,FL,1,623220
2009,12031,FL,17,623220
2010,12031,FL,15,623220
2011,12031,FL,15,623220
2012,12031,FL,15,623220
2013,12031,FL,14,623220
2014,12031,FL,14,623220
2015,12031,FL,15,623220
2016,12031,FL,15,623220
2009,12033,FL,3,623220
2010,12033,FL,2,623220
2011,12033,FL,3,623220
2012,12033,FL,4,623220
2013,12033,FL,4,623220
2014,12033,FL,5,623220
2015,12033,FL,3,623220
2016,12033,FL,3,623220
2010,12035,FL,1,623220
2011,12035,FL,2,623220
2012,12035,FL,3,623220
2013,12035,FL,3,623220
2014,12035,FL,3,623220
2015,12035,FL,4,623220
2016,12035,FL,4,623220
2014,12039,FL,1,623220
2010,12053,FL,1,623220
2011,12053,FL,1,623220
2009,12055,FL,1,623220
2010,12055,FL,1,623220
2011,12055,FL,1,623220
2013,12055,FL,1,623220
2014,12055,FL,1,623220
2015,12055,FL,2,623220
2016,12055,FL,2,623220
2009,12057,FL,19,623220
2010,12057,FL,19,623220
2011,12057,FL,26,623220
2012,12057,FL,30,623220
2013,12057,FL,28,623220
2014,12057,FL,26,623220
2015,12057,FL,26,623220
2016,12057,FL,28,623220
2012,12061,FL,1,623220
2013,12061,FL,1,623220
2014,12061,FL,1,623220
2015,12061,FL,1,623220
2016,12061,FL,1,623220
2009,12069,FL,3,623220
2010,12069,FL,2,623220
2011,12069,FL,2,623220
2012,12069,FL,1,623220
2013,12069,FL,1,623220
2014,12069,FL,1,623220
2015,12069,FL,3,623220
2016,12069,FL,5,623220
2009,12071,FL,5,623220
2010,12071,FL,4,623220
2011,12071,FL,4,623220
2012,12071,FL,4,623220
2013,12071,FL,3,623220
2014,12071,FL,4,623220
2015,12071,FL,4,623220
2016,12071,FL,4,623220
2009,12073,FL,4,623220
2010,12073,FL,4,623220
2011,12073,FL,5,623220
2012,12073,FL,5,623220
2013,12073,FL,4,623220
2014,12073,FL,5,623220
2015,12073,FL,5,623220
2016,12073,FL,6,623220
2009,12075,FL,1,623220
2010,12075,FL,1,623220
2011,12075,FL,1,623220
2012,12075,FL,1,623220
2013,12075,FL,1,623220
2014,12075,FL,1,623220
2015,12075,FL,1,623220
2016,12075,FL,1,623220
2009,12077,FL,1,623220
2010,12077,FL,1,623220
2011,12077,FL,1,623220
2012,12077,FL,1,623220
2013,12077,FL,1,623220
2014,12077,FL,1,623220
2015,12077,FL,1,623220
2016,12077,FL,1,623220
2009,12081,FL,4,623220
2010,12081,FL,2,623220
2011,12081,FL,3,623220
2012,12081,FL,1,623220
2013,12081,FL,1,623220
2014,12081,FL,1,623220
2015,12081,FL,2,623220
2016,12081,FL,3,623220
2009,12083,FL,4,623220
2010,12083,FL,6,623220
2011,12083,FL,6,623220
2012,12083,FL,6,623220
2013,12083,FL,6,623220
2014,12083,FL,5,623220
2015,12083,FL,6,623220
2016,12083,FL,8,623220
2010,12085,FL,1,623220
2011,12085,FL,1,623220
2012,12085,FL,1,623220
2013,12085,FL,2,623220
2014,12085,FL,2,623220
2015,12085,FL,4,623220
2016,12085,FL,10,623220
2009,12086,#N/A,36,623220
2010,12086,#N/A,36,623220
2011,12086,#N/A,35,623220
2012,12086,#N/A,34,623220
2013,12086,#N/A,33,623220
2014,12086,#N/A,32,623220
2015,12086,#N/A,30,623220
2016,12086,#N/A,29,623220
2012,12087,FL,1,623220
2013,12087,FL,1,623220
2014,12087,FL,1,623220
2015,12087,FL,1,623220
2016,12087,FL,1,623220
2009,12091,FL,7,623220
2010,12091,FL,5,623220
2011,12091,FL,5,623220
2012,12091,FL,6,623220
2013,12091,FL,7,623220
2014,12091,FL,8,623220
2015,12091,FL,6,623220
2016,12091,FL,6,623220
2009,12095,FL,10,623220
2010,12095,FL,11,623220
2011,12095,FL,11,623220
2012,12095,FL,12,623220
2013,12095,FL,11,623220
2014,12095,FL,11,623220
2015,12095,FL,14,623220
2016,12095,FL,16,623220
2009,12097,FL,2,623220
2010,12097,FL,2,623220
2011,12097,FL,2,623220
2012,12097,FL,2,623220
2013,12097,FL,2,623220
2014,12097,FL,3,623220
2015,12097,FL,3,623220
2016,12097,FL,5,623220
2009,12099,FL,36,623220
2010,12099,FL,35,623220
2011,12099,FL,39,623220
2012,12099,FL,46,623220
2013,12099,FL,58,623220
2014,12099,FL,65,623220
2015,12099,FL,83,623220
2016,12099,FL,99,623220
2009,12101,FL,6,623220
2010,12101,FL,5,623220
2011,12101,FL,6,623220
2012,12101,FL,2,623220
2013,12101,FL,2,623220
2014,12101,FL,2,623220
2015,12101,FL,3,623220
2016,12101,FL,4,623220
2009,12103,FL,21,623220
2010,12103,FL,21,623220
2011,12103,FL,22,623220
2012,12103,FL,25,623220
2013,12103,FL,26,623220
2014,12103,FL,25,623220
2015,12103,FL,22,623220
2016,12103,FL,30,623220
2009,12105,FL,8,623220
2010,12105,FL,8,623220
2011,12105,FL,10,623220
2012,12105,FL,9,623220
2013,12105,FL,9,623220
2014,12105,FL,8,623220
2015,12105,FL,8,623220
2016,12105,FL,8,623220
2009,12107,FL,1,623220
2015,12107,FL,1,623220
2016,12107,FL,1,623220
2009,12109,FL,1,623220
2010,12109,FL,1,623220
2011,12109,FL,1,623220
2014,12109,FL,1,623220
2015,12109,FL,2,623220
2016,12109,FL,2,623220
2009,12111,FL,4,623220
2010,12111,FL,5,623220
2011,12111,FL,5,623220
2012,12111,FL,6,623220
2013,12111,FL,6,623220
2014,12111,FL,7,623220
2015,12111,FL,10,623220
2016,12111,FL,11,623220
2009,12113,FL,4,623220
2010,12113,FL,4,623220
2011,12113,FL,3,623220
2012,12113,FL,4,623220
2013,12113,FL,4,623220
2014,12113,FL,4,623220
2015,12113,FL,3,623220
2016,12113,FL,3,623220
2009,12115,FL,5,623220
2010,12115,FL,6,623220
2011,12115,FL,6,623220
2012,12115,FL,5,623220
2013,12115,FL,5,623220
2014,12115,FL,5,623220
2015,12115,FL,5,623220
2016,12115,FL,5,623220
2009,12117,FL,7,623220
2010,12117,FL,7,623220
2011,12117,FL,6,623220
2012,12117,FL,6,623220
2013,12117,FL,6,623220
2014,12117,FL,6,623220
2015,12117,FL,6,623220
2016,12117,FL,6,623220
2009,12125,FL,1,623220
2010,12125,FL,1,623220
2011,12125,FL,1,623220
2012,12125,FL,1,623220
2013,12125,FL,1,623220
2014,12125,FL,1,623220
2015,12125,FL,1,623220
2016,12125,FL,1,623220
2009,12127,FL,7,623220
2010,12127,FL,5,623220
2011,12127,FL,4,623220
2012,12127,FL,5,623220
2013,12127,FL,5,623220
2014,12127,FL,6,623220
2015,12127,FL,8,623220
2016,12127,FL,7,623220
2009,12131,FL,1,623220
2010,12131,FL,1,623220
2011,12131,FL,1,623220
2010,13001,GA,1,623220
2011,13001,GA,1,623220
2014,13001,GA,1,623220
2015,13001,GA,1,623220
2016,13001,GA,1,623220
2012,13019,GA,1,623220
2013,13019,GA,1,623220
2014,13019,GA,1,623220
2015,13019,GA,1,623220
2016,13019,GA,1,623220
2009,13021,GA,1,623220
2010,13021,GA,1,623220
2011,13021,GA,1,623220
2012,13021,GA,1,623220
2013,13021,GA,1,623220
2014,13021,GA,1,623220
2015,13021,GA,1,623220
2016,13021,GA,1,623220
2009,13029,GA,1,623220
2010,13029,GA,1,623220
2011,13029,GA,1,623220
2012,13029,GA,1,623220
2013,13029,GA,1,623220
2014,13029,GA,1,623220
2015,13029,GA,1,623220
2016,13029,GA,1,623220
2009,13031,GA,1,623220
2010,13031,GA,1,623220
2012,13033,GA,1,623220
2013,13033,GA,1,623220
2009,13045,GA,1,623220
2010,13045,GA,1,623220
2011,13045,GA,1,623220
2012,13045,GA,2,623220
2013,13045,GA,2,623220
2014,13045,GA,2,623220
2015,13045,GA,2,623220
2016,13045,GA,2,623220
2011,13047,GA,1,623220
2012,13047,GA,1,623220
2013,13047,GA,1,623220
2014,13047,GA,1,623220
2015,13047,GA,1,623220
2016,13047,GA,1,623220
2009,13051,GA,5,623220
2010,13051,GA,5,623220
2011,13051,GA,9,623220
2012,13051,GA,5,623220
2013,13051,GA,6,623220
2014,13051,GA,3,623220
2015,13051,GA,3,623220
2016,13051,GA,3,623220
2010,13057,GA,1,623220
2011,13057,GA,1,623220
2012,13057,GA,1,623220
2013,13057,GA,1,623220
2014,13057,GA,1,623220
2015,13057,GA,2,623220
2016,13057,GA,2,623220
2009,13059,GA,2,623220
2010,13059,GA,2,623220
2011,13059,GA,2,623220
2012,13059,GA,1,623220
2013,13059,GA,2,623220
2014,13059,GA,2,623220
2015,13059,GA,3,623220
2016,13059,GA,3,623220
2009,13063,GA,3,623220
2010,13063,GA,2,623220
2011,13063,GA,2,623220
2012,13063,GA,3,623220
2013,13063,GA,3,623220
2014,13063,GA,4,623220
2015,13063,GA,3,623220
2016,13063,GA,3,623220
2009,13065,GA,1,623220
2010,13065,GA,1,623220
2011,13065,GA,1,623220
2012,13065,GA,1,623220
2013,13065,GA,1,623220
2014,13065,GA,1,623220
2015,13065,GA,1,623220
2016,13065,GA,1,623220
2009,13067,GA,5,623220
2010,13067,GA,7,623220
2011,13067,GA,9,623220
2012,13067,GA,8,623220
2013,13067,GA,8,623220
2014,13067,GA,9,623220
2015,13067,GA,10,623220
2016,13067,GA,9,623220
2009,13069,GA,2,623220
2010,13069,GA,2,623220
2011,13069,GA,2,623220
2012,13069,GA,2,623220
2013,13069,GA,2,623220
2014,13069,GA,1,623220
2015,13069,GA,1,623220
2016,13069,GA,1,623220
2010,13073,GA,1,623220
2011,13073,GA,1,623220
2012,13073,GA,1,623220
2013,13073,GA,1,623220
2014,13073,GA,1,623220
2015,13073,GA,1,623220
2016,13073,GA,1,623220
2016,13081,GA,1,623220
2009,13089,GA,9,623220
2010,13089,GA,7,623220
2011,13089,GA,7,623220
2012,13089,GA,8,623220
2013,13089,GA,8,623220
2014,13089,GA,8,623220
2015,13089,GA,8,623220
2016,13089,GA,8,623220
2009,13095,GA,3,623220
2010,13095,GA,3,623220
2011,13095,GA,3,623220
2012,13095,GA,1,623220
2013,13095,GA,1,623220
2014,13095,GA,1,623220
2015,13095,GA,1,623220
2016,13095,GA,1,623220
2013,13097,GA,1,623220
2014,13097,GA,1,623220
2015,13097,GA,1,623220
2016,13097,GA,1,623220
2009,13115,GA,1,623220
2010,13115,GA,1,623220
2011,13115,GA,2,623220
2012,13115,GA,2,623220
2013,13115,GA,2,623220
2014,13115,GA,3,623220
2015,13115,GA,4,623220
2016,13115,GA,3,623220
2009,13117,GA,1,623220
2010,13117,GA,1,623220
2011,13117,GA,1,623220
2012,13117,GA,1,623220
2013,13117,GA,1,623220
2014,13117,GA,1,623220
2015,13117,GA,1,623220
2016,13117,GA,1,623220
2009,13121,GA,18,623220
2010,13121,GA,20,623220
2011,13121,GA,21,623220
2012,13121,GA,24,623220
2013,13121,GA,21,623220
2014,13121,GA,22,623220
2015,13121,GA,23,623220
2016,13121,GA,22,623220
2009,13123,GA,1,623220
2010,13123,GA,1,623220
2011,13123,GA,1,623220
2015,13123,GA,1,623220
2016,13123,GA,1,623220
2009,13127,GA,1,623220
2010,13127,GA,1,623220
2011,13127,GA,2,623220
2012,13127,GA,3,623220
2013,13127,GA,2,623220
2014,13127,GA,3,623220
2015,13127,GA,3,623220
2016,13127,GA,3,623220
2012,13133,GA,1,623220
2013,13133,GA,1,623220
2014,13133,GA,1,623220
2015,13133,GA,1,623220
2016,13133,GA,1,623220
2009,13135,GA,6,623220
2010,13135,GA,5,623220
2011,13135,GA,5,623220
2012,13135,GA,6,623220
2013,13135,GA,7,623220
2014,13135,GA,7,623220
2015,13135,GA,6,623220
2016,13135,GA,7,623220
2013,13137,GA,1,623220
2014,13137,GA,1,623220
2015,13137,GA,1,623220
2016,13137,GA,1,623220
2009,13139,GA,1,623220
2010,13139,GA,1,623220
2011,13139,GA,2,623220
2012,13139,GA,1,623220
2013,13139,GA,3,623220
2014,13139,GA,2,623220
2015,13139,GA,2,623220
2016,13139,GA,2,623220
2009,13143,GA,1,623220
2010,13143,GA,1,623220
2011,13143,GA,1,623220
2012,13143,GA,1,623220
2015,13143,GA,1,623220
2016,13143,GA,2,623220
2011,13151,GA,1,623220
2009,13157,GA,1,623220
2010,13157,GA,1,623220
2011,13157,GA,1,623220
2012,13157,GA,1,623220
2013,13157,GA,1,623220
2014,13157,GA,1,623220
2015,13157,GA,1,623220
2016,13157,GA,1,623220
2014,13167,GA,1,623220
2015,13167,GA,1,623220
2016,13167,GA,1,623220
2009,13175,GA,2,623220
2010,13175,GA,1,623220
2011,13175,GA,1,623220
2012,13175,GA,2,623220
2013,13175,GA,2,623220
2014,13175,GA,2,623220
2015,13175,GA,2,623220
2016,13175,GA,2,623220
2009,13177,GA,1,623220
2010,13177,GA,1,623220
2011,13177,GA,1,623220
2012,13177,GA,1,623220
2013,13177,GA,1,623220
2014,13177,GA,1,623220
2015,13177,GA,1,623220
2016,13177,GA,1,623220
2012,13185,GA,1,623220
2013,13185,GA,1,623220
2014,13185,GA,1,623220
2015,13185,GA,1,623220
2016,13185,GA,1,623220
2010,13187,GA,1,623220
2011,13187,GA,2,623220
2012,13187,GA,2,623220
2013,13187,GA,2,623220
2014,13187,GA,2,623220
2015,13187,GA,2,623220
2016,13187,GA,2,623220
2015,13191,GA,1,623220
2016,13191,GA,1,623220
2016,13195,GA,1,623220
2009,13215,GA,2,623220
2010,13215,GA,2,623220
2011,13215,GA,3,623220
2012,13215,GA,3,623220
2013,13215,GA,3,623220
2014,13215,GA,3,623220
2015,13215,GA,3,623220
2016,13215,GA,3,623220
2009,13223,GA,1,623220
2010,13223,GA,1,623220
2011,13223,GA,1,623220
2012,13223,GA,1,623220
2013,13223,GA,1,623220
2014,13223,GA,1,623220
2015,13223,GA,1,623220
2016,13223,GA,2,623220
2009,13233,GA,2,623220
2010,13233,GA,2,623220
2011,13233,GA,2,623220
2009,13241,GA,2,623220
2010,13241,GA,2,623220
2011,13241,GA,2,623220
2012,13241,GA,2,623220
2013,13241,GA,2,623220
2014,13241,GA,2,623220
2015,13241,GA,2,623220
2016,13241,GA,2,623220
2009,13245,GA,2,623220
2010,13245,GA,2,623220
2011,13245,GA,9,623220
2012,13245,GA,9,623220
2013,13245,GA,10,623220
2014,13245,GA,3,623220
2015,13245,GA,3,623220
2016,13245,GA,3,623220
2009,13247,GA,2,623220
2010,13247,GA,2,623220
2011,13247,GA,2,623220
2012,13247,GA,2,623220
2013,13247,GA,2,623220
2014,13247,GA,2,623220
2015,13247,GA,2,623220
2016,13247,GA,2,623220
2009,13269,GA,1,623220
2010,13269,GA,1,623220
2011,13269,GA,1,623220
2012,13269,GA,1,623220
2013,13269,GA,1,623220
2014,13269,GA,1,623220
2015,13269,GA,1,623220
2016,13269,GA,1,623220
2011,13295,GA,1,623220
2012,13295,GA,1,623220
2013,13295,GA,1,623220
2014,13295,GA,1,623220
2015,13295,GA,1,623220
2016,13295,GA,1,623220
2009,13305,GA,1,623220
2010,13305,GA,1,623220
2011,13305,GA,1,623220
2012,13305,GA,1,623220
2013,13305,GA,1,623220
2014,13305,GA,1,623220
2015,13305,GA,1,623220
2016,13305,GA,1,623220
2009,13311,GA,1,623220
2010,13311,GA,1,623220
2011,13311,GA,1,623220
2012,13311,GA,1,623220
2013,13311,GA,2,623220
2014,13311,GA,2,623220
2015,13311,GA,2,623220
2016,13311,GA,2,623220
2009,13313,GA,1,623220
2010,13313,GA,1,623220
2011,13313,GA,1,623220
2012,13313,GA,1,623220
2009,15001,HI,3,623220
2010,15001,HI,4,623220
2011,15001,HI,5,623220
2012,15001,HI,5,623220
2013,15001,HI,5,623220
2014,15001,HI,3,623220
2015,15001,HI,3,623220
2016,15001,HI,3,623220
2009,15003,HI,14,623220
2010,15003,HI,16,623220
2011,15003,HI,20,623220
2012,15003,HI,21,623220
2013,15003,HI,25,623220
2014,15003,HI,23,623220
2015,15003,HI,23,623220
2016,15003,HI,23,623220
2009,15007,HI,1,623220
2010,15007,HI,1,623220
2011,15007,HI,1,623220
2009,15009,HI,10,623220
2010,15009,HI,10,623220
2011,15009,HI,10,623220
2012,15009,HI,9,623220
2013,15009,HI,10,623220
2014,15009,HI,11,623220
2015,15009,HI,11,623220
2016,15009,HI,11,623220
2009,16001,ID,4,623220
2010,16001,ID,5,623220
2011,16001,ID,4,623220
2012,16001,ID,6,623220
2013,16001,ID,5,623220
2014,16001,ID,7,623220
2015,16001,ID,6,623220
2016,16001,ID,7,623220
2009,16005,ID,4,623220
2010,16005,ID,4,623220
2011,16005,ID,4,623220
2012,16005,ID,4,623220
2013,16005,ID,4,623220
2014,16005,ID,5,623220
2015,16005,ID,5,623220
2016,16005,ID,5,623220
2009,16011,ID,1,623220
2010,16011,ID,2,623220
2011,16011,ID,2,623220
2012,16011,ID,2,623220
2013,16011,ID,2,623220
2014,16011,ID,2,623220
2015,16011,ID,2,623220
2016,16011,ID,2,623220
2009,16019,ID,2,623220
2010,16019,ID,2,623220
2011,16019,ID,2,623220
2012,16019,ID,2,623220
2013,16019,ID,2,623220
2014,16019,ID,3,623220
2015,16019,ID,2,623220
2016,16019,ID,2,623220
2009,16021,ID,4,623220
2010,16021,ID,3,623220
2011,16021,ID,3,623220
2012,16021,ID,3,623220
2013,16021,ID,3,623220
2014,16021,ID,3,623220
2015,16021,ID,3,623220
2016,16021,ID,3,623220
2009,16023,ID,1,623220
2010,16023,ID,1,623220
2011,16023,ID,1,623220
2014,16023,ID,1,623220
2015,16023,ID,1,623220
2016,16023,ID,1,623220
2012,16027,ID,4,623220
2013,16027,ID,4,623220
2014,16027,ID,5,623220
2015,16027,ID,4,623220
2016,16027,ID,4,623220
2009,16037,ID,1,623220
2010,16037,ID,1,623220
2011,16037,ID,1,623220
2009,16039,ID,1,623220
2010,16039,ID,1,623220
2011,16039,ID,1,623220
2009,16045,ID,2,623220
2010,16045,ID,2,623220
2011,16045,ID,2,623220
2012,16045,ID,1,623220
2013,16045,ID,1,623220
2014,16045,ID,1,623220
2015,16045,ID,1,623220
2016,16045,ID,2,623220
2009,16047,ID,1,623220
2010,16047,ID,1,623220
2011,16047,ID,1,623220
2012,16047,ID,1,623220
2013,16047,ID,1,623220
2014,16047,ID,1,623220
2015,16047,ID,1,623220
2016,16047,ID,1,623220
2009,16049,ID,1,623220
2010,16049,ID,1,623220
2011,16049,ID,2,623220
2012,16049,ID,1,623220
2013,16049,ID,1,623220
2014,16049,ID,1,623220
2015,16049,ID,1,623220
2016,16049,ID,1,623220
2009,16055,ID,2,623220
2010,16055,ID,2,623220
2011,16055,ID,3,623220
2012,16055,ID,3,623220
2013,16055,ID,4,623220
2014,16055,ID,5,623220
2015,16055,ID,5,623220
2016,16055,ID,4,623220
2009,16057,ID,1,623220
2010,16057,ID,1,623220
2011,16057,ID,1,623220
2012,16057,ID,1,623220
2013,16057,ID,1,623220
2014,16057,ID,1,623220
2015,16057,ID,1,623220
2016,16057,ID,1,623220
2010,16069,ID,1,623220
2011,16069,ID,1,623220
2012,16069,ID,1,623220
2013,16069,ID,1,623220
2014,16069,ID,1,623220
2015,16069,ID,1,623220
2016,16069,ID,1,623220
2009,16075,ID,1,623220
2010,16075,ID,1,623220
2011,16075,ID,1,623220
2012,16075,ID,1,623220
2013,16075,ID,1,623220
